,time ,image_name,steer
0,1.61164e+18,frame_1611643764711043119.jpeg,1540
1,1.61164e+18,frame_1611643764744611740.jpeg,1540
2,1.61164e+18,frame_1611643764778180361.jpeg,1536
3,1.61164e+18,frame_1611643764811748505.jpeg,1540
4,1.61164e+18,frame_1611643764845316648.jpeg,1536
5,1.61164e+18,frame_1611643764878884315.jpeg,1536
6,1.61164e+18,frame_1611643764912451744.jpeg,1536
7,1.61164e+18,frame_1611643764946025848.jpeg,1540
8,1.61164e+18,frame_1611643764979599714.jpeg,1536
9,1.61164e+18,frame_1611643765013173580.jpeg,1540
10,1.61164e+18,frame_1611643765046746731.jpeg,1540
11,1.61164e+18,frame_1611643765080319881.jpeg,1540
12,1.61164e+18,frame_1611643765113893032.jpeg,1540
13,1.61164e+18,frame_1611643765147465944.jpeg,1540
14,1.61164e+18,frame_1611643765181038380.jpeg,1536
15,1.61164e+18,frame_1611643765214611053.jpeg,1540
16,1.61164e+18,frame_1611643765248183250.jpeg,1540
17,1.61164e+18,frame_1611643765281755209.jpeg,1540
18,1.61164e+18,frame_1611643765315326929.jpeg,1536
19,1.61164e+18,frame_1611643765348898649.jpeg,1536
20,1.61164e+18,frame_1611643765382470131.jpeg,1528
21,1.61164e+18,frame_1611643765416041374.jpeg,1528
22,1.61164e+18,frame_1611643765449612141.jpeg,1524
23,1.61164e+18,frame_1611643765483182907.jpeg,1500
24,1.61164e+18,frame_1611643765516753674.jpeg,1504
25,1.61164e+18,frame_1611643765550324202.jpeg,1504
26,1.61164e+18,frame_1611643765583894491.jpeg,1504
27,1.61164e+18,frame_1611643765617464304.jpeg,1508
28,1.61164e+18,frame_1611643765651034117.jpeg,1512
29,1.61164e+18,frame_1611643765684603691.jpeg,1512
30,1.61164e+18,frame_1611643765718173265.jpeg,1512
31,1.61164e+18,frame_1611643765751742363.jpeg,1512
32,1.61164e+18,frame_1611643765785311460.jpeg,1512
33,1.61164e+18,frame_1611643765818880320.jpeg,1524
34,1.61164e+18,frame_1611643765852448940.jpeg,1536
35,1.61164e+18,frame_1611643765886007786.jpeg,1532
36,1.61164e+18,frame_1611643765919587135.jpeg,1536
37,1.61164e+18,frame_1611643765953166246.jpeg,1540
38,1.61164e+18,frame_1611643765986745119.jpeg,1536
39,1.61164e+18,frame_1611643766020323753.jpeg,1540
40,1.61164e+18,frame_1611643766053902388.jpeg,1540
41,1.61164e+18,frame_1611643766087481022.jpeg,1540
42,1.61164e+18,frame_1611643766121059418.jpeg,1540
43,1.61164e+18,frame_1611643766154637814.jpeg,1540
44,1.61164e+18,frame_1611643766188215971.jpeg,1540
45,1.61164e+18,frame_1611643766221794128.jpeg,1540
46,1.61164e+18,frame_1611643766255372047.jpeg,1540
47,1.61164e+18,frame_1611643766288949490.jpeg,1540
48,1.61164e+18,frame_1611643766322527170.jpeg,1540
49,1.61164e+18,frame_1611643766356104612.jpeg,1540
50,1.61164e+18,frame_1611643766389682055.jpeg,1540
51,1.61164e+18,frame_1611643766423259258.jpeg,1540
52,1.61164e+18,frame_1611643766456836224.jpeg,1540
53,1.61164e+18,frame_1611643766490413189.jpeg,1540
54,1.61164e+18,frame_1611643766523990154.jpeg,1536
55,1.61164e+18,frame_1611643766557566881.jpeg,1540
56,1.61164e+18,frame_1611643766591143131.jpeg,1532
57,1.61164e+18,frame_1611643766624719620.jpeg,1508
58,1.61164e+18,frame_1611643766658295870.jpeg,1492
59,1.61164e+18,frame_1611643766691871881.jpeg,1480
60,1.61164e+18,frame_1611643766725447893.jpeg,1476
61,1.61164e+18,frame_1611643766759023905.jpeg,1460
62,1.61164e+18,frame_1611643766792599440.jpeg,1448
63,1.61164e+18,frame_1611643766826175213.jpeg,1416
64,1.61164e+18,frame_1611643766859750509.jpeg,1404
65,1.61164e+18,frame_1611643766893326998.jpeg,1404
66,1.61164e+18,frame_1611643766926901340.jpeg,1396
67,1.61164e+18,frame_1611643766960475445.jpeg,1384
68,1.61164e+18,frame_1611643766994049549.jpeg,1376
69,1.61164e+18,frame_1611643767027623177.jpeg,1368
70,1.61164e+18,frame_1611643767061196804.jpeg,1368
71,1.61164e+18,frame_1611643767094770193.jpeg,1368
72,1.61164e+18,frame_1611643767128343344.jpeg,1372
73,1.61164e+18,frame_1611643767161916494.jpeg,1488
74,1.61164e+18,frame_1611643767195489168.jpeg,1544
75,1.61164e+18,frame_1611643767229061604.jpeg,1564
76,1.61164e+18,frame_1611643767262633801.jpeg,1620
77,1.61164e+18,frame_1611643767296206236.jpeg,1680
78,1.61164e+18,frame_1611643767329778194.jpeg,1684
79,1.61164e+18,frame_1611643767363349915.jpeg,1696
80,1.61164e+18,frame_1611643767396921635.jpeg,1696
81,1.61164e+18,frame_1611643767430492878.jpeg,1680
82,1.61164e+18,frame_1611643767464064121.jpeg,1656
83,1.61164e+18,frame_1611643767497634888.jpeg,1636
84,1.61164e+18,frame_1611643767531205654.jpeg,1620
85,1.61164e+18,frame_1611643767564776182.jpeg,1592
86,1.61164e+18,frame_1611643767598346472.jpeg,1536
87,1.61164e+18,frame_1611643767631916761.jpeg,1532
88,1.61164e+18,frame_1611643767665486813.jpeg,1520
89,1.61164e+18,frame_1611643767699056625.jpeg,1492
90,1.61164e+18,frame_1611643767732626200.jpeg,1496
91,1.61164e+18,frame_1611643767766195536.jpeg,1496
92,1.61164e+18,frame_1611643767799764872.jpeg,1492
93,1.61164e+18,frame_1611643767833333731.jpeg,1528
94,1.61164e+18,frame_1611643767866902590.jpeg,1536
95,1.61164e+18,frame_1611643767900464535.jpeg,1536
96,1.61164e+18,frame_1611643767934047461.jpeg,1540
97,1.61164e+18,frame_1611643767967630148.jpeg,1524
98,1.61164e+18,frame_1611643768001213074.jpeg,1500
99,1.61164e+18,frame_1611643768034795523.jpeg,1456
100,1.61164e+18,frame_1611643768068378210.jpeg,1432
101,1.61164e+18,frame_1611643768101960659.jpeg,1432
102,1.61164e+18,frame_1611643768135543108.jpeg,1416
103,1.61164e+18,frame_1611643768169125319.jpeg,1396
104,1.61164e+18,frame_1611643768202707767.jpeg,1412
105,1.61164e+18,frame_1611643768236289740.jpeg,1420
106,1.61164e+18,frame_1611643768269871712.jpeg,1472
107,1.61164e+18,frame_1611643768303453684.jpeg,1584
108,1.61164e+18,frame_1611643768337035656.jpeg,1644
109,1.61164e+18,frame_1611643768370617628.jpeg,1696
110,1.61164e+18,frame_1611643768404199123.jpeg,1740
111,1.61164e+18,frame_1611643768437780857.jpeg,1744
112,1.61164e+18,frame_1611643768471362352.jpeg,1756
113,1.61164e+18,frame_1611643768504943848.jpeg,1792
114,1.61164e+18,frame_1611643768538525343.jpeg,1792
115,1.61164e+18,frame_1611643768572106361.jpeg,1792
116,1.61164e+18,frame_1611643768605687618.jpeg,1776
117,1.61164e+18,frame_1611643768639268637.jpeg,1668
118,1.61164e+18,frame_1611643768672849655.jpeg,1572
119,1.61164e+18,frame_1611643768706430912.jpeg,1540
120,1.61164e+18,frame_1611643768740011692.jpeg,1540
121,1.61164e+18,frame_1611643768773592472.jpeg,1540
122,1.61164e+18,frame_1611643768807173014.jpeg,1520
123,1.61164e+18,frame_1611643768840753555.jpeg,1524
124,1.61164e+18,frame_1611643768874334097.jpeg,1520
125,1.61164e+18,frame_1611643768907912731.jpeg,1540
126,1.61164e+18,frame_1611643768941500425.jpeg,1536
127,1.61164e+18,frame_1611643768975088120.jpeg,1536
128,1.61164e+18,frame_1611643769008675337.jpeg,1544
129,1.61164e+18,frame_1611643769042263031.jpeg,1564
130,1.61164e+18,frame_1611643769075850487.jpeg,1580
131,1.61164e+18,frame_1611643769109437943.jpeg,1624
132,1.61164e+18,frame_1611643769143025160.jpeg,1648
133,1.61164e+18,frame_1611643769176612616.jpeg,1656
134,1.61164e+18,frame_1611643769210199833.jpeg,1656
135,1.61164e+18,frame_1611643769243787289.jpeg,1660
136,1.61164e+18,frame_1611643769277134657.jpeg,1676
137,1.61164e+18,frame_1611643769310481787.jpeg,1668
138,1.61164e+18,frame_1611643769343829155.jpeg,1648
139,1.61164e+18,frame_1611643769377176285.jpeg,1592
140,1.61164e+18,frame_1611643769410523653.jpeg,1540
141,1.61164e+18,frame_1611643769443870783.jpeg,1540
142,1.61164e+18,frame_1611643769477217913.jpeg,1536
143,1.61164e+18,frame_1611643769510565042.jpeg,1540
144,1.61164e+18,frame_1611643769543912172.jpeg,1540
145,1.61164e+18,frame_1611643769577259064.jpeg,1548
146,1.61164e+18,frame_1611643769610606432.jpeg,1516
147,1.61164e+18,frame_1611643769643953323.jpeg,1512
148,1.61164e+18,frame_1611643769677300215.jpeg,1488
149,1.61164e+18,frame_1611643769710647106.jpeg,1488
150,1.61164e+18,frame_1611643769743993998.jpeg,1472
151,1.61164e+18,frame_1611643769777340889.jpeg,1448
152,1.61164e+18,frame_1611643769810687542.jpeg,1440
153,1.61164e+18,frame_1611643769844034672.jpeg,1416
154,1.61164e+18,frame_1611643769877381325.jpeg,1380
155,1.61164e+18,frame_1611643769910728455.jpeg,1360
156,1.61164e+18,frame_1611643769944073677.jpeg,1336
157,1.61164e+18,frame_1611643769977418661.jpeg,1304
158,1.61164e+18,frame_1611643770010763407.jpeg,1264
159,1.61164e+18,frame_1611643770044108391.jpeg,1244
160,1.61164e+18,frame_1611643770077452898.jpeg,1204
161,1.61164e+18,frame_1611643770110797644.jpeg,1164
162,1.61164e+18,frame_1611643770144142151.jpeg,1152
163,1.61164e+18,frame_1611643770177486658.jpeg,1132
164,1.61164e+18,frame_1611643770210831165.jpeg,1132
165,1.61164e+18,frame_1611643770244175673.jpeg,1140
166,1.61164e+18,frame_1611643770277519941.jpeg,1212
167,1.61164e+18,frame_1611643770310864210.jpeg,1508
168,1.61164e+18,frame_1611643770344208479.jpeg,1536
169,1.61164e+18,frame_1611643770377552271.jpeg,1532
170,1.61164e+18,frame_1611643770410896301.jpeg,1536
171,1.61164e+18,frame_1611643770444240332.jpeg,1532
172,1.61164e+18,frame_1611643770477584124.jpeg,1540
173,1.61164e+18,frame_1611643770510928154.jpeg,1496
174,1.61164e+18,frame_1611643770544271708.jpeg,1400
175,1.61164e+18,frame_1611643770577615261.jpeg,1284
176,1.61164e+18,frame_1611643770610958815.jpeg,1212
177,1.61164e+18,frame_1611643770644302368.jpeg,1136
178,1.61164e+18,frame_1611643770677645922.jpeg,1104
179,1.61164e+18,frame_1611643770710989237.jpeg,1104
180,1.61164e+18,frame_1611643770744332314.jpeg,1104
181,1.61164e+18,frame_1611643770777675390.jpeg,1104
182,1.61164e+18,frame_1611643770811018705.jpeg,1104
183,1.61164e+18,frame_1611643770844361782.jpeg,1104
184,1.61164e+18,frame_1611643770877704620.jpeg,1108
185,1.61164e+18,frame_1611643770911048174.jpeg,1108
186,1.61164e+18,frame_1611643770944388151.jpeg,1104
187,1.61164e+18,frame_1611643770977727890.jpeg,1108
188,1.61164e+18,frame_1611643771011067152.jpeg,1104
189,1.61164e+18,frame_1611643771044406652.jpeg,1104
190,1.61164e+18,frame_1611643771077745914.jpeg,1104
191,1.61164e+18,frame_1611643771111085176.jpeg,1104
192,1.61164e+18,frame_1611643771144423962.jpeg,1108
193,1.61164e+18,frame_1611643771177762747.jpeg,1104
194,1.61164e+18,frame_1611643771211101532.jpeg,1104
195,1.61164e+18,frame_1611643771244439840.jpeg,1104
196,1.61164e+18,frame_1611643771277778149.jpeg,1104
197,1.61164e+18,frame_1611643771311116457.jpeg,1108
198,1.61164e+18,frame_1611643771344454288.jpeg,1104
199,1.61164e+18,frame_1611643771377792120.jpeg,1108
200,1.61164e+18,frame_1611643771411129951.jpeg,1104
201,1.61164e+18,frame_1611643771444467306.jpeg,1104
202,1.61164e+18,frame_1611643771477804899.jpeg,1104
203,1.61164e+18,frame_1611643771511142254.jpeg,1104
204,1.61164e+18,frame_1611643771544479370.jpeg,1104
205,1.61164e+18,frame_1611643771577816248.jpeg,1104
206,1.61164e+18,frame_1611643771611153126.jpeg,1104
207,1.61164e+18,frame_1611643771644489765.jpeg,1104
208,1.61164e+18,frame_1611643771677826405.jpeg,1108
209,1.61164e+18,frame_1611643771711162806.jpeg,1104
210,1.61164e+18,frame_1611643771744498968.jpeg,1104
211,1.61164e+18,frame_1611643771777834892.jpeg,1108
212,1.61164e+18,frame_1611643771811170816.jpeg,1108
213,1.61164e+18,frame_1611643771844506741.jpeg,1104
214,1.61164e+18,frame_1611643771877842188.jpeg,1104
215,1.61164e+18,frame_1611643771911176682.jpeg,1104
216,1.61164e+18,frame_1611643771944519043.jpeg,1104
217,1.61164e+18,frame_1611643771977860689.jpeg,1104
218,1.61164e+18,frame_1611643772011202574.jpeg,1108
219,1.61164e+18,frame_1611643772044544220.jpeg,1108
220,1.61164e+18,frame_1611643772077885866.jpeg,1108
221,1.61164e+18,frame_1611643772111227512.jpeg,1108
222,1.61164e+18,frame_1611643772144568682.jpeg,1104
223,1.61164e+18,frame_1611643772177910089.jpeg,1104
224,1.61164e+18,frame_1611643772211251020.jpeg,1124
225,1.61164e+18,frame_1611643772244592190.jpeg,1120
226,1.61164e+18,frame_1611643772277932882.jpeg,1124
